,acousticness,danceability,instrumentalness,valence,energy,target
More_Than_Conquerors_(Radio_Version)***Steven_Curtis_Chapman,0.0793,0.545,0.0,0.416,0.576,0
TESTIFY***NEEDTOBREATHE,0.471,0.495,0.0,0.332,0.71,0
Great_Are_You_Lord_(Radio_Mix)***one_sonic_society,0.0832,0.492,0.0,0.336,0.656,0
Worthy_Of_Your_Name_-_Studio***Passion,0.0551,0.401,0.0,0.171,0.7,0
My_All_In_All***Phil_Wickham,0.00392,0.436,1.12e-06,0.314,0.836,0
Love_Broke_Thru***tobyMac,0.0101,0.674,0.0,0.558,0.895,0
Magnify***We_Are_Messengers,0.133,0.566,0.0,0.393,0.766,0
The_Cross_Has_The_Final_Word***Cody_Carnes,0.157,0.211,0.0,0.289,0.649,0
Eye_of_the_Storm_(feat._Gabe_Real)***Ryan_Stevenson,0.196,0.305,0.0,0.547,0.726,0
Black_Colors***Victim_Of_Deception,0.000127,0.237,0.0914,0.169,0.99,0
A_Darkened_Gospel***A_Wake_in_Providence,1.51e-05,0.455,0.0012,0.0703,0.994,0
Soil_the_Stillborn***Infant_Annihilator,7.94e-06,0.236,0.874,0.129,0.981,0
No_Absolution***Thy_Art_Is_Murder,0.00256,0.468,0.0,0.064,0.998,0
Hearteater***To_The_Grave,0.000102,0.476,0.106,0.451,0.962,0
Shapeless_Abomination***Beyond_the_Extraction,8.35e-06,0.226,0.0379,0.323,0.553,0
Dirty_Waters***Into_Oblivion,0.00105,0.495,0.0551,0.362,0.955,0
Defiled***Hive,5.83e-05,0.296,0.146,0.231,0.983,0
Negative***FRCTRD,1.84e-05,0.474,0.901,0.142,0.925,0
Distorting_of_Perception***Until_We_Die,0.000168,0.406,0.242,0.26,0.936,0
Ruin***Altered_Perceptions,8.12e-05,0.173,0.23,0.183,0.927,0
Fauxhammer***Black_Tongue,1.01e-05,0.404,0.556,0.153,0.989,0
Spiteful_Nature***I_Shall_Devour,0.000393,0.456,0.0432,0.0399,0.97,0
We_Wait***I_Declare_War,0.0147,0.242,0.0562,0.199,0.96,0
Plague_of_Immortality_(feat._Dean_Lamb_Of_Archspire)***Within_Destruction,4.42e-05,0.472,0.823,0.186,0.942,0
Arrogance***Traitors,2.95e-05,0.227,0.792,0.116,0.921,0
Inferiority***Neberu,5.73e-05,0.444,0.00704,0.292,0.943,0
Senseless_Order***Signs_of_the_Swarm,8.53e-05,0.17,0.976,0.11,0.866,0
Advent***Shotgun_Surgeon,4.19e-05,0.276,0.181,0.149,0.919,0
Venomous***Whitechapel,6.49e-05,0.401,0.116,0.191,0.988,0
Substance_Affliction***Advocates,7.53e-05,0.398,0.0076,0.245,0.974,0
To_Encompass_and_Eclipse***A_Trust_Unclean,0.000696,0.566,0.0164,0.15,0.986,0
Rope***Obscure_of_Acacia,0.000103,0.39,0.941,0.102,0.978,0
Permanent_Intoxication***Mycelia,2.67e-05,0.336,0.00362,0.131,0.983,0
Tremendous_Strain***Science_Of_Sleep,0.00545,0.48,0.283,0.146,0.984,0
Of_Talons_and_Teeth***Reaping_Asmodeia,0.000273,0.285,0.797,0.201,0.989,0
Pitchblack***Walking_Dead_On_Broadway,4.95e-05,0.428,0.955,0.0533,0.997,0
Zerotonin_2***Darknet,0.000283,0.256,0.0196,0.11,0.98,0
False_Hope***The_Machinist,0.000102,0.491,0.363,0.14,0.928,0
1208***Extortionist,0.000673,0.274,0.156,0.102,0.925,0
Plagues***The_End_At_The_Beginning,0.00125,0.217,0.00139,0.0658,0.98,0
Hear_Me_Out***Risking_It_All,4.58e-05,0.261,7.33e-06,0.316,0.863,0
Down_into_the_Abyss***Conjonctive,1.35e-05,0.517,1.44e-05,0.194,0.991,0
Dance_of_the_Witch***At_Rest,0.000482,0.258,0.000489,0.16,0.905,0
New_World_Slaughter***Iconoclast,1.2e-05,0.484,0.188,0.165,0.98,0
FVNERAL_MOON***Lorna_Shore,6.56e-05,0.387,0.226,0.0536,0.967,0
Beautiful_Agony***Within_The_Ruins,0.00029,0.424,2.13e-05,0.0914,0.992,0
Ways_Of_Transfiguration***Buried_Side,0.000111,0.45,0.251,0.172,0.986,0
Black_Mammoth***Fit_For_An_Autopsy,2.13e-05,0.222,0.00644,0.16,0.985,0
Solicitude***Belie_My_Burial,5.4e-05,0.455,0.00193,0.448,0.973,0
The_Call_of_Mighty***Crucify_Me_Gently,0.000123,0.398,0.458,0.134,0.955,0
Manufactured_Existence***Lord_of_War,8.8e-06,0.399,0.358,0.254,0.877,0
Bastard_Son***God_Of_Nothing,3.28e-05,0.401,0.753,0.372,0.921,0
The_Shaping_Sickness***Shadow_of_Intent,1.94e-05,0.209,0.0118,0.114,0.955,0
Drown_Me_in_Blood***Carnifex,1.56e-05,0.493,0.00733,0.17,0.964,0
"Inferno***Above,_Below",0.00115,0.339,1.56e-05,0.273,0.958,0
Debris***Paragon,5.32e-05,0.458,8.97e-05,0.154,0.957,0
"I,_the_Weak***The_Voynich_Code",1.45e-05,0.263,0.876,0.251,0.896,0
American_Dream***Chelsea_Grin,0.00192,0.482,0.000454,0.245,0.968,0
Temptress***Enterprise_Earth,2.21e-05,0.379,0.877,0.156,0.979,0
Flag_of_the_Beast***Emmure,2.05e-05,0.535,0.000149,0.431,0.974,0
Unanswered***Suicide_Silence,1.69e-05,0.329,0.641,0.372,0.993,0
Be_My_Valentine_(feat._Dickie_Allen)***Brojob,4.55e-05,0.162,0.867,0.119,0.957,0
Prismatic_Abyss***Aversions_Crown,5.41e-06,0.389,0.954,0.0637,0.985,0
Right_In***Skrillex,0.00631,0.636,4.14e-05,0.334,0.802,0
Bangarang_(feat._Sirah)***Skrillex,0.0145,0.716,3.22e-05,0.566,0.972,0
Breakn'_A_Sweat***Skrillex,0.0049,0.596,0.00019,0.232,0.921,0
The_Devil's_Den***Skrillex,0.00075,0.616,0.0777,0.332,0.946,0
Right_On_Time***Skrillex,0.0106,0.633,0.54,0.493,0.926,0
Kyoto_(feat._Sirah)***Skrillex,0.0012,0.605,0.000596,0.22,0.92,0
Skrillex_Orchestral_Suite_By_Varien_-_Bonus_Track***Skrillex,0.654,0.176,0.591,0.0622,0.479,0
Satellite***SALTNPAPER,0.218,0.385,1.57e-06,0.0703,0.404,0
Nosedive***Dynamic_Duo,0.328,0.68,0.0,0.396,0.593,0
PIZZA***Oohyo,0.0171,0.726,0.00106,0.531,0.889,0
이대로_있어줘요_Stay_With_Me***도시총각_Dosichonggak,0.773,0.741,2.84e-06,0.198,0.219,0
Stardust***Kevin_Oh,0.498,0.587,0.000663,0.431,0.554,0
Burning_youth***Hyukoh,2.54e-05,0.321,0.235,0.174,0.751,0
Wi_Ing_Wi_Ing***Hyukoh,0.263,0.697,0.0,0.275,0.692,0
Wonder***Standing_Egg,0.712,0.483,0.0,0.519,0.524,0
I'll_Pick_You_Up***Standing_Egg,0.285,0.498,0.0,0.261,0.436,0
VAMOS***Oohyo,0.0262,0.635,0.00337,0.493,0.575,0
MWAH***Humming_Urban_Stereo,0.364,0.819,0.0313,0.93,0.677,0
Loop***NELL,0.564,0.676,0.000142,0.327,0.508,0
With_Me***Vanilla_Acoustic,0.873,0.657,0.0,0.24,0.427,0
Monster***PALGOU,0.0989,0.483,0.000409,0.223,0.747,0
What_2_Do***DEAN,0.264,0.62,0.0,0.572,0.529,0
For_Me***Gyepy,0.669,0.751,3.57e-06,0.468,0.489,0
Fallen_in_Love_(Only_With_You)***Jang_Beom_June,0.765,0.767,0.000727,0.375,0.445,0
Talk***10cm,0.164,0.844,0.0,0.575,0.32,0
Black_Out***PALGOU,0.253,0.743,0.00267,0.397,0.886,0
Sleeping_Habits***Donguy,0.107,0.54,0.000811,0.655,0.408,0
Romance_in_Seoul***Neon_Bunny,0.224,0.657,0.00432,0.184,0.536,0
Hot_and_Cold_(feat._Yun_Cheoljong_of_10cm)***SunWoo_Jung-A,0.532,0.549,3.44e-05,0.621,0.451,0
Ki-dult***SBGB,0.859,0.762,0.0,0.286,0.277,0
"지금_여기,_이곳에서_(Duet_With_루시아)_,_지금_여기,_이곳에서***Sentimental_Scenery",0.837,0.214,9.66e-05,0.267,0.484,0
너와의_공식_Love_Equation***플랫핏_Flat_Feet,0.0219,0.63,0.00108,0.881,0.684,0
I_Don't_Love_You***Urban_Zakapa,0.806,0.35,4.37e-06,0.241,0.347,0
My_eyes***10cm,0.439,0.892,0.0,0.729,0.443,0
Zig_Zag***Kwon_Jin_Ah,0.881,0.764,3.34e-05,0.569,0.177,0
Cake_Love_(PROD._BY_The_Black_Skirts)***XIA,0.0117,0.432,2.88e-05,0.334,0.761,0
HOW_WAS_YOUR_DAY***Sugarbowl,0.423,0.7,1.72e-06,0.283,0.425,0
변명_Shame***DyoN_Joo,0.00922,0.453,5.11e-05,0.0827,0.678,0
You_Wouldn't_Even_Know***Flower_Soo,0.414,0.574,0.000213,0.125,0.51,0
장가갈_수_있을까_Can_I_Get_Married?***Coffeeboy,0.705,0.894,0.0033,0.818,0.161,0
Sneakers***Humming_Urban_Stereo,0.368,0.717,1.93e-05,0.825,0.844,0
Dangerous***Clazziquai_Project,0.289,0.712,0.0,0.718,0.625,0
Night_Time_Melody***Rude_Paper,0.138,0.768,0.00128,0.692,0.743,0
Reason_Why_We_Have_To_Break_Up***Only_U,0.909,0.489,0.0,0.625,0.173,0
"Love,_Love.***Big_Brain",0.508,0.597,0.0,0.516,0.575,0
I_Don't_Want***Jungkey,0.772,0.598,4.91e-06,0.377,0.515,0
All_in_Vain***Mot,0.286,0.616,0.0,0.47,0.387,0
귀가_Return_Home***카우칩스_The_CowChips,0.0805,0.766,0.765,0.378,0.602,0
물_Water***권나무_Kwon_Tree,0.804,0.792,1.3e-05,0.33,0.15,0
Summer_Night_You_and_I***Standing_Egg,0.805,0.709,0.0,0.584,0.29,0
Let_You_Go***Mot,0.858,0.679,0.000102,0.114,0.126,0
Sooni_(I'm_your_fanatic_girl)***SunWoo_Jung-A,0.175,0.581,5.57e-05,0.506,0.312,0
Run***Okdal,0.578,0.652,7.49e-06,0.284,0.512,0
Petals_on_The_Wind_(Remake_Version)***Wable,0.654,0.73,7.51e-05,0.401,0.418,0
Morning_Call_-_Remix_Version***Ibadi,0.663,0.719,0.000886,0.354,0.478,0
Rub_off***Kim_Woo-Joo,0.827,0.524,0.0,0.296,0.392,0
Don't_You_Cry_For_Me***Cobi,0.503,0.41,0.0,0.342,0.648,0
Waves_-_Acoustic***Dean_Lewis,0.947,0.483,0.0,0.162,0.199,0
Runner***Jon_and_Roy,0.461,0.59,0.0562,0.731,0.568,0
No_Role_Modelz***J._Cole,0.302,0.696,0.0,0.471,0.521,0
Wet_Dreamz***J._Cole,0.0752,0.504,0.0,0.564,0.705,0
Neighbors***J._Cole,0.358,0.894,0.000487,0.413,0.284,0
Deja_Vu***J._Cole,0.361,0.653,0.00012,0.181,0.409,0
G.O.M.D.***J._Cole,0.331,0.889,8.67e-06,0.31,0.393,0
Litty_(feat._Tory_Lanez)***Meek_Mill,0.0451,0.592,0.0,0.299,0.701,0
All_Eyes_On_You_(feat._Chris_Brown_&_Nicki_Minaj)***Meek_Mill,0.0242,0.589,0.0,0.254,0.658,0
Froze_(feat._Lil_Uzi_Vert_&_Nicki_Minaj)***Meek_Mill,0.00375,0.7,0.0,0.513,0.693,0
Ima_Boss_-_feat._Rick_Ross***Meek_Mill,0.0415,0.37,0.0,0.334,0.87,0
Apple_of_My_Eye***Rick_Ross,0.214,0.523,0.0,0.312,0.783,0
Santorini_Greece***Rick_Ross,0.00895,0.434,0.0,0.393,0.785,0
Idols_Become_Rivals***Rick_Ross,0.0123,0.481,0.0,0.399,0.716,0
Trap_Trap_Trap***Rick_Ross,0.00612,0.729,0.0,0.35,0.838,0
Dead_Presidents***Rick_Ross,0.00589,0.662,0.0,0.448,0.808,0
She_On_My_Dick***Rick_Ross,0.00184,0.541,0.0,0.298,0.609,0
I_Think_She_Like_Me***Rick_Ross,0.0084,0.629,0.0,0.159,0.7,0
Powers_That_Be***Rick_Ross,0.0273,0.501,0.0,0.615,0.775,0
Game_Ain't_Based_On_Sympathy***Rick_Ross,0.00755,0.54,0.0,0.516,0.82,0
Humble***Wahlstedt,0.0171,0.801,0.000946,0.703,0.642,0
My_Friend***EDX,0.033,0.707,0.205,0.403,0.929,0
White_Label_(Is_This_Love)***Still_Young,0.306,0.696,7.72e-06,0.16,0.795,0
Home***Marshmello,0.00551,0.562,0.805,0.679,0.885,0
Front_to_Back***Buku,0.0171,0.47,0.143,0.335,0.863,0
Best_Thing_About***Lex_Luca,0.0227,0.726,0.379,0.706,0.929,0
Flashwind_-_Radio_Edit***Ben_Remember,0.00121,0.984,0.0539,0.331,0.941,0
Fuego***Alok,0.135,0.72,0.812,0.323,0.643,0
Rose_Horizon***Yellow_Claw,0.00613,0.473,0.00023,0.278,0.885,0
dance_alot***Various_Artists,0.00101,0.466,0.0,0.598,0.943,0
Save_You***Wahlstedt,0.588,0.614,0.0,0.554,0.792,0
I_Want_You***Chris_Lake,0.00433,0.775,0.346,0.682,0.883,0
Polaris***deadmau5,0.0362,0.67,0.881,0.0348,0.792,0
Midnight_Sun***Dirtcaps,0.643,0.549,1.38e-06,0.523,0.816,0
One_Life_Short***Geoxor,0.00145,0.715,0.468,0.307,0.964,0
On_Our_Own_(feat._Natalie_Major)***Showtek,0.0771,0.466,2.89e-06,0.353,0.849,0
The_Wall***Matrix_&_Futurebound,0.000679,0.503,0.542,0.615,0.989,0
All_I_Know***EDX,0.00518,0.718,0.477,0.328,0.944,0
Freesol_(feat._Skyler_Stonestreet)***Seven_Lions,0.0987,0.443,9.35e-06,0.423,0.727,0
Mantra_-_Mat_Zo_Remix***Noisia,0.00576,0.396,0.000424,0.122,0.821,0
Good_Life***Kiso,0.044,0.597,2.96e-05,0.479,0.832,0
Twinbow***Slushii,0.291,0.675,0.00724,0.428,0.929,0
Limitless_(feat._Sophie_Rose)***Sam_F,0.0256,0.559,2.61e-06,0.474,0.854,0
Move_On_Me***Tom_&_Jame,0.0235,0.714,0.00697,0.692,0.851,0
Wildcard***Mickey_Valen,0.325,0.531,0.0,0.454,0.769,0
Find_You***Wahlstedt,0.149,0.738,0.00157,0.401,0.646,0
Legacy***Dimitri_Vangelis_&_Wyman,0.0214,0.587,0.698,0.201,0.772,0
Show_You_Love***Kato,0.316,0.519,0.0,0.629,0.829,0
Make_U_Love_Me***Tujamo,0.139,0.718,0.00103,0.304,0.89,0
Bassline_Riddim***Vato_Gonzalez,0.474,0.871,0.852,0.639,0.893,0
Light_-_GOSLO_Remix***San_Holo,0.108,0.641,0.0,0.174,0.676,0
Walk_Away***LVNDSCAPE,0.265,0.677,0.0,0.335,0.778,0
Touch_The_Sky***Cedric_Gervais,0.158,0.633,0.0159,0.111,0.964,0
"Afraid,_Unafraid***SLUMBERJACK",0.0144,0.529,0.000255,0.403,0.739,0
Make_You_Mine***Aire_Atlantica,0.282,0.738,0.000543,0.53,0.818,0
Riot_Call_(feat._Nevve)***QUIX,0.0238,0.303,3.84e-05,0.564,0.879,0
Modern_Flame_(feat._Yuna)***Emmit_Fenn,0.128,0.617,0.00438,0.225,0.524,0
Right_Here***Keys_N_Krates,0.056,0.164,0.0617,0.196,0.878,0
Chicken_Soup***Skrillex,0.00129,0.823,0.0494,0.473,0.815,0
No_Sleep***Bougenvilla,0.0165,0.597,0.145,0.206,0.952,0
Help***Borgore,0.0705,0.71,0.0,0.579,0.884,0
Waist_Time***Diplo,0.00931,0.715,0.109,0.679,0.989,0
Scared_To_Be_Lonely_(Brooks_Remix)***Martin_Garrix,0.0126,0.604,0.0,0.209,0.796,0
Fuck_It_All_Up_(feat._JVZEL)***DOLF,0.00173,0.548,3.56e-05,0.411,0.811,0
After_All***Khrebto,0.0509,0.546,1.68e-05,0.188,0.737,0
Something_Just_Like_This_-_Don_Diablo_Remix***The_Chainsmokers,0.125,0.72,0.000476,0.508,0.746,0
The_Jam***Kideko,0.000817,0.68,0.621,0.338,0.941,0
Get_What_You_Give***Felix_Cartal,0.0143,0.626,0.0,0.217,0.748,0
Joyride***Bassjackers,0.0107,0.723,0.772,0.382,0.784,0
Open***Yellow_Claw,0.131,0.522,0.0209,0.263,0.86,0
I'm_the_One***DJ_Khaled,0.0533,0.599,0.0,0.811,0.667,0
There's_Nothing_Holdin'_Me_Back_-_NOTD_Remix***Shawn_Mendes,0.0521,0.719,0.0,0.694,0.657,0
Bon_Appétit_-_MUNA_Remix***Katy_Perry,0.00461,0.615,0.00979,0.41,0.638,0
Hard_Times***Paramore,0.00647,0.695,4.87e-06,0.923,0.818,0
Kiwi***Harry_Styles,0.00064,0.375,0.0,0.5,0.93,0
Issues_-_Alan_Walker_Remix***Julia_Michaels,0.166,0.766,2.51e-06,0.655,0.771,0
Young***The_Chainsmokers,0.0105,0.615,0.0,0.443,0.564,0
That's_What_I_Like_-_Alan_Walker_Remix***Bruno_Mars,0.0121,0.692,6.59e-05,0.809,0.896,0
No_More_Sad_Songs_(feat._Machine_Gun_Kelly)***Little_Mix,0.0771,0.709,4.71e-06,0.706,0.782,0
Carolina***Harry_Styles,0.000569,0.624,1.54e-06,0.458,0.673,0
High_Without_Your_Love***Loote,0.101,0.867,0.0,0.777,0.487,0
Feel_Good***Gryffin,0.217,0.62,3.3e-06,0.465,0.713,0
1-800-273-8255***Logic,0.57,0.629,0.0,0.38,0.572,0
Middle_Of_The_Night***The_Vamps,0.00377,0.61,0.0,0.443,0.747,0
Tuesday_(feat._Danelle_Sandoval)***Burak_Yeter,0.0156,0.841,0.0654,0.673,0.639,0
Hunter***Galantis,0.186,0.509,0.0,0.648,0.712,0
XO_TOUR_Llif3***Lil_Uzi_Vert,0.00466,0.722,0.0,0.504,0.614,0
Kissing_Strangers***DNCE,0.0506,0.776,0.0,0.845,0.741,0
Ciao_Adios***Anne-Marie,0.127,0.698,0.0,0.462,0.882,0
Overwhelming***Jon_Bellion,0.267,0.732,0.0,0.685,0.629,0
Go_For_Broke_(feat._James_Arthur)***Machine_Gun_Kelly,0.242,0.592,0.0,0.647,0.763,0
Human***Rag'n'Bone_Man,0.393,0.602,0.0,0.539,0.707,0
Eyes_Closed***Halsey,0.0219,0.568,2.3e-05,0.044,0.69,0
History***Olivia_Holt,0.0913,0.769,0.0,0.501,0.631,0
Calm_Down***Skip_Marley,0.0261,0.555,0.0,0.195,0.645,0
Be_There***Krewella,0.0909,0.583,2.02e-05,0.313,0.729,0
Swish_Swish***Katy_Perry,0.0182,0.836,2.23e-05,0.531,0.71,0
Confident***Demi_Lovato,0.0018,0.598,0.000196,0.321,0.748,0
Cool_for_the_Summer***Demi_Lovato,0.00477,0.585,0.000155,0.273,0.614,0
Old_Ways***Demi_Lovato,0.214,0.626,0.0,0.586,0.695,0
For_You***Demi_Lovato,0.0418,0.505,0.0,0.309,0.705,0
Stone_Cold***Demi_Lovato,0.48,0.414,0.0,0.322,0.469,0
Kingdom_Come***Demi_Lovato,0.0234,0.556,0.0,0.263,0.802,0
Waitin_for_You***Demi_Lovato,0.242,0.587,0.0,0.411,0.659,0
Wildfire***Demi_Lovato,0.559,0.628,0.0,0.447,0.694,0
I'll_Let_You_Know***David_Hazeltine,0.92,0.442,0.605,0.205,0.124,0
I'll_Wait_And_Pray***John_Coltrane,0.89,0.475,0.0238,0.229,0.0588,0
The_Shadow_of_Your_Smile***Scott_Hamilton,0.915,0.487,0.00353,0.23,0.135,0
"Vid_Frösö_kyrka_(At_Frösö_Church)_-_From_Frösöblomster_(Frösö_Flowers)_(arr._J._Ekberg,_P.V._Johansson_and_L._Simonsson)***Trio_X_of_Sweden",0.922,0.535,0.649,0.159,0.107,0
Jackie_Gets_Out***Terence_Blanchard,0.941,0.349,0.819,0.15,0.227,0
Romance_/_Hommage_à_Milhaud***Enrico_Pieranunzi,0.935,0.428,0.853,0.171,0.187,0
Leave_Me_Here***Triosence,0.859,0.456,0.475,0.171,0.257,0
Where_We_Used_To_Live***Esbjörn_Svensson_Trio,0.871,0.421,0.429,0.0718,0.0867,0
Mommy's_Shawl***Yelena_Eckemoff,0.95,0.34,0.927,0.0728,0.237,0
For_Wee_Folks***Joey_Alexander,0.973,0.478,0.939,0.235,0.0757,0
All_I_See_is_Us***Sassy_Players,0.854,0.46,0.885,0.16,0.141,0
Goodbye_Pork_Pie_Hat***Charles_Mingus,0.957,0.356,0.096,0.259,0.0937,0
Ballad_for_MC***Grace_Kelly,0.974,0.385,0.532,0.186,0.0562,0
Soul_in_Twilight***John_Moulder,0.958,0.4,0.878,0.154,0.144,0
So_Lovely***Ben_Wolfe,0.967,0.296,0.804,0.066,0.0709,0
The_Sweetest_Nighlife***Ellie_&_The_Bunch,0.914,0.425,0.921,0.227,0.136,0
I_Got_It_Bad***Enrico_Pieranunzi,0.988,0.479,0.692,0.0728,0.146,0
Gramercy_Sunset***The_Hot_Sardines,0.886,0.466,0.927,0.0877,0.0753,0
I'm_a_Fool_to_Want_You***Passport_Quartet,0.986,0.371,0.937,0.276,0.0295,0
"I_Was_So_Young,_and_You_Were_So_Beautiful***Bill_Charlap",0.94,0.317,0.298,0.155,0.0302,0
Journey_Into_Melody_-_2007_Digital_Remaster***Stanley_Turrentine,0.946,0.505,0.0127,0.205,0.159,0
I'm_Glad_There_Is_You***Bill_Mobley,0.929,0.55,0.828,0.296,0.249,0
Blue_Ballad***Phil_Woods,0.623,0.47,0.187,0.0591,0.156,0
The_Nearness_of_You***Joshua_Redman,0.992,0.447,0.776,0.19,0.163,0
It_Never_Entered_my_Mind***Mulgrew_Miller,0.921,0.445,0.884,0.22,0.223,0
Blue_in_Green***Miles_Davis,0.81,0.421,0.0021,0.155,0.0161,0
Where_or_When***Wynton_Marsalis,0.99,0.326,0.887,0.311,0.0575,0
Count_Your_Blessings***Seamus_Blake,0.87,0.446,0.497,0.176,0.242,0
Good_Morning_Heartache***Scott_Hamilton,0.823,0.526,0.777,0.173,0.17,0
Two_Sleepy_People***Marcus_Gilmore,0.965,0.445,0.915,0.172,0.0978,0
Can't_Help_Loving***Beegie_Adair,0.924,0.533,0.932,0.103,0.148,0
The_Nearness_Of_You***Bill_Charlap,0.761,0.383,0.194,0.0999,0.131,0
When_Sunny_Gets_Blue***McCoy_Tyner,0.846,0.569,0.852,0.102,0.117,0
Blue_and_Sentimental***Julian_Dash,0.961,0.484,0.474,0.38,0.0291,0
Almas_vaggvisa***Jan_Lundgren_Trio,0.986,0.388,0.956,0.192,0.0354,0
Before_It's_Time_To_Say_Goodbye***Kenny_Garrett,0.857,0.364,0.635,0.0581,0.114,0
Autumn_Nocturne***Lou_Donaldson,0.967,0.539,0.168,0.257,0.0678,0
Eleanor***Hank_Jones,0.971,0.45,0.88,0.0906,0.0437,0
"Angel_Eyes***Tommy_Flanagan,_Ron_Carter_&_Tony_Williams",0.886,0.386,0.878,0.132,0.125,0
Good_Morning.Goodbye***Dan_Cray_Trio,0.868,0.42,0.587,0.108,0.105,0
Doubts_2***Ibrahim_Maalouf,0.971,0.428,0.73,0.312,0.212,0
The_Last_Goodbye***Nicholas_Payton,0.96,0.32,0.904,0.0623,0.156,0
Where_Do_You_Start***Brad_Mehldau_Trio,0.96,0.411,0.925,0.0746,0.0416,0
The_Man_I_Love***Marcus_Roberts,0.748,0.52,0.633,0.134,0.0748,0
Gary's_Theme_-_Remastered***Bill_Evans,0.905,0.42,0.857,0.0513,0.0802,0
Trust***Roy_Hargrove,0.912,0.399,0.623,0.0621,0.307,0
The_Folks_Who_Live_on_the_Hill***Joshua_Redman,0.937,0.428,0.658,0.221,0.3,0
All_The_Way***Bob_Berg,0.717,0.423,0.0075,0.19,0.158,0
Emperor_Jones_-_Instrumental***Joe_Lovano,0.93,0.336,0.732,0.198,0.328,0
Isadora***Christian_Scott,0.903,0.257,0.134,0.19,0.216,0
I_Remember_Clifford***Lee_Morgan,0.901,0.368,0.874,0.172,0.14,0
Sous_le_Ciel_de_Paris***Jacky_Terrasson,0.195,0.323,0.694,0.0706,0.118,0
You_Go_To_My_Head***Art_Pepper,0.978,0.575,0.452,0.289,0.0935,0
Gloomy_Sunday***Branford_Marsalis,0.91,0.421,0.415,0.183,0.0967,0
I_Didn't_Know_About_You***Johnny_Hodges,0.936,0.358,0.34,0.246,0.16,0
I_Have_Dreamed***Christian_McBride,0.918,0.331,0.902,0.152,0.0861,0
Fools_Rush_In***Teddy_Wilson,0.971,0.633,0.871,0.473,0.12,0
Dreamsville***David_Halliday,0.899,0.461,0.015,0.121,0.0389,0
Old_Folks***Xavier_Davis,0.827,0.458,0.805,0.125,0.217,0
I_Got_It_Bad_And_That_Ain't_Good***Oscar_Peterson_Trio,0.972,0.448,0.876,0.189,0.0532,0
My_Romance***Gene_Ammons,0.97,0.509,0.911,0.368,0.0461,0
The_Peacocks***Anthony_Wonsey_Trio,0.949,0.386,0.792,0.128,0.148,0
A_Nightingale_Sang_In_Berkeley_Square***Stan_Getz,0.973,0.407,0.0762,0.23,0.106,0
A_Hundred_Dreams_from_Now***Ray_Bryant,0.967,0.384,0.964,0.301,0.0544,0
My_Little_Brown_Book***Duke_Ellington,0.978,0.514,0.00873,0.235,0.0814,0
Moving_On_and_Getting_Over***John_Mayer,0.577,0.848,0.0543,0.622,0.465,0
Safe***Bay_Ledges,0.144,0.736,2.29e-06,0.89,0.616,0
Second_Nature***Stalking_Gia,0.652,0.865,0.0161,0.879,0.548,0
The_Best_Crew***Tep_No,0.311,0.677,0.000144,0.561,0.738,0
Hideout***Parcels,0.273,0.784,0.0107,0.85,0.587,0
No_Le_Digas_Que_Hacer***Karina_Vismara,0.83,0.534,0.0,0.289,0.582,0
Peas_Pudding_Hot***The_Kids_Band,0.826,0.876,0.0,0.932,0.301,0
Biscuits_in_the_Oven***Raffi,0.791,0.718,0.0,0.592,0.315,0
Jelly_Beans***The_Hipwaders,0.0071,0.498,0.0,0.673,0.721,0
My_Favorite_Snack***Imagination_Movers,0.0336,0.89,0.0,0.947,0.891,0
Curse_of_the_Spinach***Trout_Fishing_in_America,0.649,0.603,0.0,0.441,0.355,0
Mosquito_Burrito***Roger_Day,0.519,0.567,0.0,0.598,0.436,0
C'mon_Let's_Make_A_Pizza***We_Kids_Rock,0.147,0.554,7.27e-06,0.935,0.844,0
Jelly_On_A_Plate***The_Kids_Band,0.461,0.873,1.22e-06,0.972,0.511,0
Little_Green_Apple***Tumble_Tots,0.741,0.941,1.06e-05,0.545,0.256,0
Always_Chew_Your_Food***Trout_Fishing_in_America,0.809,0.802,0.0,0.722,0.288,0
"Icy,_Creamy_Ice_Cream***Barney",0.278,0.693,1.52e-06,0.851,0.578,0
"Lyric_Pieces,_Book_I_Op._12:_I._Arietta***Edvard_Grieg",0.995,0.471,0.934,0.183,0.0148,0
"String_Quartet_No._4_in_C_Major,_D._46:_II._Andante_con_moto***Franz_Schubert",0.915,0.277,0.00654,0.0855,0.0156,0
"8_Fantasiestücke,_Op.12_:_1._Des_Abends***Robert_Schumann",0.995,0.333,0.819,0.0857,0.0288,0
"String_Quartet_No._5_in_C_Major,_Op._29,_""Serenade"":_II._Ballata:_Allegretto_scherzando***Wilhelm_Stenhammar",0.971,0.338,0.328,0.205,0.0539,0
"Piano_Quartet_in_E_flat,_Op.47:_3._Andante_cantabile***Robert_Schumann",0.953,0.156,0.338,0.0588,0.023,0
"Piano_Sonata_No._18_in_G_Major,_Op._78,_D._894:_IV._Allegretto***Franz_Schubert",0.993,0.294,0.912,0.199,0.142,0
"Trio_Sonata_in_G_Major,_Wq._144:_I._Adagio***Carl_Philipp_Emanuel_Bach",0.913,0.152,0.00204,0.0484,0.0626,0
"Trio_No._2_en_Mi_Mineur,_Op._92:_III._Andante_con_moto***Camille_Saint-Saëns",0.983,0.236,0.452,0.0559,0.0632,0
